"geographicAreaM49","timePointYears","measuredItemCPC","Value_measuredElement_5113","flagObservationStatus_measuredElement_5113","flagMethod_measuredElement_5113","Value_measuredElement_5025","flagObservationStatus_measuredElement_5025","flagMethod_measuredElement_5025","Value_measuredElement_5312","flagObservationStatus_measuredElement_5312","flagMethod_measuredElement_5312","Value_measuredElement_5510","flagObservationStatus_measuredElement_5510","flagMethod_measuredElement_5510","Value_measuredElement_5327","flagObservationStatus_measuredElement_5327","flagMethod_measuredElement_5327","Value_measuredElement_5421","flagObservationStatus_measuredElement_5421","flagMethod_measuredElement_5421","Value_measuredElement_5520","flagObservationStatus_measuredElement_5520","flagMethod_measuredElement_5520","Value_measuredElement_5525","flagObservationStatus_measuredElement_5525","flagMethod_measuredElement_5525","Value_measuredElement_5016","flagObservationStatus_measuredElement_5016","flagMethod_measuredElement_5016","Value_measuredElement_5120","flagObservationStatus_measuredElement_5120","flagMethod_measuredElement_5120","Value_measuredElement_5023","flagObservationStatus_measuredElement_5023","flagMethod_measuredElement_5023","Value_measuredElement_5141","flagObservationStatus_measuredElement_5141","flagMethod_measuredElement_5141","Value_measuredElement_5600","Value_measuredElement_5800"
"4","2011","0111",NA,NA,NA,NA,NA,NA,2232000,"","-",3388000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,328000,"","-",508000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,1279979.09310499,1044529.44060983
"4","2010","0111",NA,NA,NA,NA,NA,NA,2354000,"","-",4532000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,313000,"","-",678000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,2602084.63791849,3152878.58360781
"4","2009","0111",NA,NA,NA,NA,NA,NA,2575000,"","-",5064000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,319000,"","-",768000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,499022.48009824,10681287.8219305
"4","2008","0111",NA,NA,NA,NA,NA,NA,2139000,"","-",2623000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,256000,"","-",397000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,382361.786435312,11807942.2565247
"4","2007","0111",NA,NA,NA,NA,NA,NA,2466000,"","-",4484000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,303000,"","-",673000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,276166.806371387,10265825.1981255
"4","2006","0111",NA,NA,NA,NA,NA,NA,2444000,"","-",3363000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",505000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,540376.459818629,29096125.3271156
"4","2005","0111",NA,NA,NA,NA,NA,NA,2342000,"","-",4266000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",640000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,62839.1690495472,33221098.4764854
"4","2004","0111",NA,NA,NA,NA,NA,NA,1888000,"","-",2390000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",344000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,1796811.18868581,37096994.7626619
"4","2003","0111",NA,NA,NA,NA,NA,NA,2320000,"","-",3480000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",654000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,2517221.33214702,13887021.1281577
"4","2002","0111",NA,NA,NA,NA,NA,NA,1742000,"","-",2686000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",269000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,311071.761516504,4423107.83986575
"4","2001","0111",NA,NA,NA,NA,NA,NA,1779000,"","-",1597000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",160000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,1642241.25937004,4256774.9668989
"4","2000","0111",NA,NA,NA,NA,NA,NA,2029000,"","-",1469000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",147000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,1210669.95601209,3473989.83127604
"4","1999","0111",NA,NA,NA,NA,NA,NA,2027000,"","-",2499000,"","-",NA,NA,NA,1.232856,"","i",NA,NA,NA,0,"M","n",250000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,2301258.22979711,35960595.9073289
"4","1998","0111",NA,NA,NA,NA,NA,NA,2186000,"","-",2834000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",280000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,2515268.6910321,13041693.5334214
"4","1997","0111",NA,NA,NA,NA,NA,NA,2124000,"","-",2711000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",270000,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,146639.352515021,31019775.1450309
"4","1996","0111",NA,NA,NA,NA,NA,NA,2050000,"E","f",2300000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",170000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,1136395.90179616,13673273.6101786
"8","2011","0111",NA,NA,NA,NA,NA,NA,69219,"","-",292800,"","-",NA,NA,NA,NA,NA,NA,29000,"T","-",16000,"T","-",44000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,534938.145824629,2269556.14774035
"8","2010","0111",NA,NA,NA,NA,NA,NA,73900,"","-",294900,"","-",NA,NA,NA,NA,NA,NA,26000,"T","-",15000,"T","-",44000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1107385.92002569,2488405.95570234
"8","2009","0111",NA,NA,NA,NA,NA,NA,82800,"","-",333100,"","-",NA,NA,NA,NA,NA,NA,30000,"T","-",16000,"T","-",45000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,67956.3873088174,16365616.9621957
"8","2008","0111",NA,NA,NA,NA,NA,NA,83400,"","-",335000,"","-",NA,NA,NA,NA,NA,NA,28000,"T","-",17000,"T","-",45000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,87828.0152173005,9758075.87016615
"8","2007","0111",NA,NA,NA,NA,NA,NA,70290,"","-",249500,"","-",NA,NA,NA,NA,NA,NA,28000,"T","-",18000,"T","-",43000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,965726.736724124,3460841.17634889
"8","2006","0111",NA,NA,NA,NA,NA,NA,75000,"","-",230900,"","-",NA,NA,NA,NA,NA,NA,30000,"T","-",15000,"T","-",40000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,470693.528073193,13178968.2102024
"8","2005","0111",NA,NA,NA,NA,NA,NA,82325,"","-",260000,"","-",NA,NA,NA,NA,NA,NA,28000,"T","-",16000,"T","-",45000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1148250.18288634,12698331.080467
"8","2004","0111",NA,NA,NA,NA,NA,NA,81400,"","-",253400,"","-",NA,NA,NA,NA,NA,NA,28000,"T","-",17000,"T","-",42000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,329919.598783884,2387583.51371446
"8","2003","0111",NA,NA,NA,NA,NA,NA,90782,"","-",259900,"","-",NA,NA,NA,NA,NA,NA,28000,"T","-",17000,"T","-",45000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,2068929.42661455,17681020.0523967
"8","2002","0111",NA,NA,NA,NA,NA,NA,93400,"","-",295300,"","-",NA,NA,NA,NA,NA,NA,32000,"T","-",18000,"","-",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1296323.64437147,8321893.79554495
"8","2001","0111",NA,NA,NA,NA,NA,NA,1e+05,"","-",282200,"","-",NA,NA,NA,NA,NA,NA,30000,"T","-",25000,"T","-",42000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,401176.618397351,7162045.04327225
"8","2000","0111",NA,NA,NA,NA,NA,NA,112000,"","-",341100,"","-",NA,NA,NA,NA,NA,NA,35000,"T","-",27000,"T","-",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,80363.981089402,28095237.040704
"8","1999","0111",NA,NA,NA,NA,NA,NA,109000,"","-",272000,"","-",NA,NA,NA,2.495413,"","i",30000,"","-",30000,"","-",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,365690.590535712,21544936.5883503
"8","1998","0111",NA,NA,NA,NA,NA,NA,140910,"","-",395067,"","-",NA,NA,NA,NA,NA,NA,30000,"","-",35000,"","-",45000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,619103.560628228,9555408.54728341
"8","1997","0111",NA,NA,NA,NA,NA,NA,136200,"","-",388391,"","-",NA,NA,NA,NA,NA,NA,40000,"","-",39000,"","-",40000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1175278.5800644,17997745.703511
"8","1996","0111",NA,NA,NA,NA,NA,NA,124721,"","-",271150,"","-",NA,NA,NA,NA,NA,NA,40000,"E","f",39000,"","-",40000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1030425.53210366,15886372.1787216
"12","2011","0111",NA,NA,NA,2100000,"E","f",1672431,"","-",2554926,"","-",NA,NA,NA,NA,NA,NA,450000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579976.53611267,30678582.7163993
"12","2010","0111",NA,NA,NA,2100000,"E","f",1755728,"","-",2605178,"","-",NA,NA,NA,NA,NA,NA,280000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,872726.782534043,2928275.63504013
"12","2009","0111",NA,NA,NA,2100000,"E","f",1848575,"","-",2953117,"","-",NA,NA,NA,NA,NA,NA,2e+05,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221946.008277368,13372805.6021448
"12","2008","0111",NA,NA,NA,2100000,"E","f",1006571,"","-",1111033,"","-",NA,NA,NA,NA,NA,NA,2e+05,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389812.460101203,21413712.1431073
"12","2007","0111",NA,NA,NA,2100000,"E","f",1819877,"","-",2318963,"","-",NA,NA,NA,NA,NA,NA,175000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831379.742625588,16809193.3297051
"12","2006","0111",NA,NA,NA,2100000,"E","f",1783825,"","-",2687930,"","-",NA,NA,NA,NA,NA,NA,175000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441578.692132175,15830399.4937828
"12","2005","0111",NA,NA,NA,2100000,"E","f",1603744,"","-",2414728,"","-",NA,NA,NA,NA,NA,NA,175000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544190.220303644,14945305.5233321
"12","2004","0111",NA,NA,NA,2100000,"E","f",2010600,"","-",2730700,"","-",NA,NA,NA,NA,NA,NA,175000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191603.12246208,28384451.6076451
"12","2003","0111",NA,NA,NA,2134090,"","-",2047570,"","-",2964852,"","-",NA,NA,NA,NA,NA,NA,170000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581693.903885265,15770653.3217301
"12","2002","0111",NA,NA,NA,2164510,"","-",1398460,"","-",1501803,"","-",NA,NA,NA,NA,NA,NA,150000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320009.410500822,10608496.7992351
"12","2001","0111",NA,NA,NA,2254000,"","-",1836410,"","-",2039213,"","-",NA,NA,NA,NA,NA,NA,135000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779139.07234516,27723773.3285739
"12","2000","0111",NA,NA,NA,2314000,"T","-",827000,"T","-",760361,"","-",NA,NA,NA,NA,NA,NA,135000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402588.986574885,10594228.3739447
"12","1999","0111",NA,NA,NA,2279000,"T","-",1372400,"","-",1470000,"","-",NA,NA,NA,1.071116,"","i",35000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150308.891013171,30317181.1027429
"12","1998","0111",NA,NA,NA,2589000,"T","-",2577150,"","-",2280000,"","-",NA,NA,NA,NA,NA,NA,10000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280607.179736627,26625958.8083745
"12","1997","0111",NA,NA,NA,2e+06,"E","f",825240,"","-",661514,"","-",NA,NA,NA,NA,NA,NA,10000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580912.302808706,5381642.92123134
"12","1996","0111",NA,NA,NA,2e+06,"E","f",2278500,"","-",2982604,"","-",NA,NA,NA,NA,NA,NA,30000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1695862.45254601,20226209.9181072
"24","2011","0111",NA,NA,NA,NA,NA,NA,3650,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785304.053966799,13601688.3091304
"24","2010","0111",NA,NA,NA,NA,NA,NA,3800,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189260.221403068,8202744.41020284
"24","2009","0111",NA,NA,NA,NA,NA,NA,4000,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431158.25592704,12642524.6086945
"24","2008","0111",NA,NA,NA,NA,NA,NA,4000,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456825.58824237,30158034.3015543
"24","2007","0111",NA,NA,NA,NA,NA,NA,4000,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346188.583075519,12775458.8171039
"24","2006","0111",NA,NA,NA,NA,NA,NA,4000,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108893.09610385,18513842.6136413
"24","2005","0111",NA,NA,NA,NA,NA,NA,4031,"E","e",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26297.6800320978,21025128.3151331
"24","2004","0111",NA,NA,NA,NA,NA,NA,3914,"E","e",4003,"E","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227059.95579543,6820587.36728967
"24","2003","0111",NA,NA,NA,NA,NA,NA,2923,"E","e",3999,"E","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189713.6966274,19895219.2551431
"24","2002","0111",NA,NA,NA,NA,NA,NA,3055,"E","e",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707318.775581571,17957614.3472379
"24","2001","0111",NA,NA,NA,NA,NA,NA,2400,"E","f",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727180.607836066,23268137.9683065
"24","2000","0111",NA,NA,NA,NA,NA,NA,2351,"E","e",4000,"T","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494089.250367092,25254743.7737993
"24","1999","0111",NA,NA,NA,NA,NA,NA,0,"M","n",4000,"","-",NA,NA,NA,0,"M","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35918.5370299685,4719808.41659956
"24","1998","0111",NA,NA,NA,NA,NA,NA,3500,"E","f",6000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10929.462894554,433612.429823697
"24","1997","0111",NA,NA,NA,NA,NA,NA,2908,"E","e",5179,"E","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132042.721033903,15666241.9881703
"24","1996","0111",NA,NA,NA,NA,NA,NA,2832,"E","e",4794,"E","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688479.68629869,6651100.16297831
"28","2011","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,620822.33996246,10013401.2660504
"28","2010","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,441764.263135188,31597130.5214267
"28","2009","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,331418.665068452,6884851.11605102
"28","2008","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,900689.996440989,2407946.75460246
"28","2007","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,275518.312789623,12611639.754662
"28","2006","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,498125.85618687,4996692.65087526
"28","2005","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,173808.50320395,5065728.13743238
"28","2004","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,153177.99677714,14986622.1080961
"28","2003","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"E","f",NA,NA,NA,409823.894632595,13531471.3258358
"28","2002","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"E","f",NA,NA,NA,96507.7184100699,11679616.123629
"28","2001","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"E","f",NA,NA,NA,643871.415677381,7433757.64012663
"28","2000","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,423148.474093178,11341544.0007663
"28","1999","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,1237693.29282548,15612485.3875353
"28","1998","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,998621.076078119,190621.418069282
"28","1997","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,666438.260468837,11256556.4324422
"28","1996","0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"M","n",NA,NA,NA,1273444.99022923,157967.727334437
"32","2011","0111",NA,NA,NA,4628800,"","-",4496078,"","-",14500517,"","-",NA,NA,NA,NA,NA,NA,80000,"E","f",450000,"E","f",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1535355.70985246,6512358.35388496
"32","2010","0111",NA,NA,NA,4430390,"","-",4531520,"","-",15875651,"","-",NA,NA,NA,NA,NA,NA,80000,"E","f",550000,"E","f",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,639782.83859747,5008489.57673002
"32","2009","0111",NA,NA,NA,3617102,"","-",3325457,"","-",9016373,"","-",NA,NA,NA,NA,NA,NA,80000,"E","f",445000,"E","f",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1166060.76589179,15422943.9676601
"32","2008","0111",NA,NA,NA,4810360,"","-",4334780,"","-",8508156,"","-",NA,NA,NA,NA,NA,NA,50000,"E","f",365000,"E","f",50000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1618888.00513563,38473123.4063676
"32","2007","0111",NA,NA,NA,6007234,"","-",5831684,"","-",16486532,"","-",NA,NA,NA,NA,NA,NA,95000,"E","f",485000,"E","f",330000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,2624614.28096939,15195049.470101
"32","2006","0111",NA,NA,NA,5724930,"","-",5589230,"","-",14662945,"","-",NA,NA,NA,NA,NA,NA,95000,"E","f",660000,"E","f",3e+05,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1451149.32112481,12522294.2170603
"32","2005","0111",NA,NA,NA,5275730,"","-",5028140,"","-",12721976,"","-",NA,NA,NA,NA,NA,NA,95000,"E","f",630000,"E","f",330000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,546047.819244601,28067846.514643
"32","2004","0111",NA,NA,NA,6317365,"","-",6123570,"","-",16139170,"","-",NA,NA,NA,NA,NA,NA,90000,"E","f",580000,"E","f",320000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,448195.527760324,19828510.7181321
"32","2003","0111",NA,NA,NA,6086757,"","-",5782072,"","-",14710175,"","-",NA,NA,NA,NA,NA,NA,85000,"E","f",695000,"E","f",290000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1257147.17862732,21254126.2560597
"32","2002","0111",NA,NA,NA,6343010,"","-",6089630,"","-",12399040,"","-",NA,NA,NA,NA,NA,NA,85000,"E","f",670000,"E","f",3e+05,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,423054.285868379,23770028.9117595
"32","2001","0111",NA,NA,NA,7156550,"","-",6887970,"","-",15427820,"","-",NA,NA,NA,NA,NA,NA,1e+05,"T","-",7e+05,"E","f",340000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,329893.117578213,14067097.3961846
"32","2000","0111",NA,NA,NA,6564400,"","-",6475695,"","-",16146620,"","-",NA,NA,NA,NA,NA,NA,1e+05,"T","-",790000,"E","f",340000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,108921.494917428,6076025.00440436
"32","1999","0111",NA,NA,NA,6369800,"","-",6222980,"","-",15478660,"","-",NA,NA,NA,2.487339,"","i",80000,"T","-",725000,"E","f",310000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,67646.9958402079,6437460.45470318
"32","1998","0111",NA,NA,NA,5526950,"","-",5471860,"","-",12600600,"","-",NA,NA,NA,NA,NA,NA,1e+05,"T","-",7e+05,"E","f",330000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,452980.462688311,12872080.5451406
"32","1997","0111",NA,NA,NA,6000280,"","-",5783030,"","-",15086820,"","-",NA,NA,NA,NA,NA,NA,350000,"T","-",610000,"E","f",3e+05,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,15311.3565204324,16419556.3797277
"32","1996","0111",NA,NA,NA,7450100,"","-",7182040,"","-",16106700,"","-",NA,NA,NA,NA,NA,NA,450000,"T","-",665000,"E","f",320000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,509352.216358782,27496206.8085118
"51","2011","0111",NA,NA,NA,77837,"","-",77806,"","-",224082,"","-",NA,NA,NA,NA,NA,NA,64500,"","-",19500,"","-",8800,"","-",NA,NA,NA,4e+05,"E","f",NA,NA,NA,161167.351517199,2795764.07834381
"51","2010","0111",NA,NA,NA,87585,"","-",86574,"","-",183464,"","-",NA,NA,NA,NA,NA,NA,61100,"","-",21900,"","-",8000,"","-",NA,NA,NA,390000,"E","f",NA,NA,NA,219381.828865408,14736501.3231356
"51","2009","0111",NA,NA,NA,91884,"","-",88530,"","-",198080,"","-",NA,NA,NA,NA,NA,NA,56369,"","-",22971,"","-",12468,"","-",NA,NA,NA,412416,"","-",NA,NA,NA,742905.280535801,11534858.0878306
"51","2008","0111",NA,NA,NA,93116,"","-",92810,"","-",225734,"","-",NA,NA,NA,NA,NA,NA,57333,"","-",23279,"","-",11485,"","-",NA,NA,NA,454150,"","-",NA,NA,NA,1012862.34303363,18275021.3082297
"51","2007","0111",NA,NA,NA,99249,"","-",98400,"","-",254233,"","-",NA,NA,NA,NA,NA,NA,66577,"","-",24812,"","-",11489,"","-",NA,NA,NA,444336,"","-",NA,NA,NA,539381.166470892,13222060.1079006
"51","2006","0111",NA,NA,NA,102500,"","-",100188,"","-",152900,"","-",NA,NA,NA,NA,NA,NA,46100,"T","-",28000,"T","-",0,"M","n",NA,NA,NA,532800,"E","f",NA,NA,NA,144092.381614429,2219342.96497255
"51","2005","0111",NA,NA,NA,132594,"","-",127574,"","-",265700,"","-",NA,NA,NA,NA,NA,NA,58500,"T","-",29100,"T","-",0,"M","n",NA,NA,NA,520000,"E","f",NA,NA,NA,447146.252822461,2287128.22474636
"51","2004","0111",NA,NA,NA,128673,"","-",124479,"","-",299900,"","-",NA,NA,NA,NA,NA,NA,68500,"T","-",36300,"T","-",0,"M","n",NA,NA,NA,530000,"E","f",NA,NA,NA,112388.304438693,4488587.80320018
"51","2003","0111",NA,NA,NA,127897,"","-",126112,"","-",220977,"","-",NA,NA,NA,NA,NA,NA,42000,"T","-",35200,"T","-",0,"M","n",NA,NA,NA,498000,"E","f",NA,NA,NA,32885.566345514,3288796.42987747
