"geographicAreaM49","timePointYears","measuredItemCPC","Value_measuredElement_5113","flagObservationStatus_measuredElement_5113","flagMethod_measuredElement_5113","Value_measuredElement_5025","flagObservationStatus_measuredElement_5025","flagMethod_measuredElement_5025","Value_measuredElement_5312","flagObservationStatus_measuredElement_5312","flagMethod_measuredElement_5312","Value_measuredElement_5510","flagObservationStatus_measuredElement_5510","flagMethod_measuredElement_5510","Value_measuredElement_5327","flagObservationStatus_measuredElement_5327","flagMethod_measuredElement_5327","Value_measuredElement_5421","flagObservationStatus_measuredElement_5421","flagMethod_measuredElement_5421","Value_measuredElement_5520","flagObservationStatus_measuredElement_5520","flagMethod_measuredElement_5520","Value_measuredElement_5525","flagObservationStatus_measuredElement_5525","flagMethod_measuredElement_5525","Value_measuredElement_5016","flagObservationStatus_measuredElement_5016","flagMethod_measuredElement_5016","Value_measuredElement_5120","flagObservationStatus_measuredElement_5120","flagMethod_measuredElement_5120","Value_measuredElement_5023","flagObservationStatus_measuredElement_5023","flagMethod_measuredElement_5023","Value_measuredElement_5141","flagObservationStatus_measuredElement_5141","flagMethod_measuredElement_5141","Value_measuredElement_5600","Value_measuredElement_5800"
"616","1996","0111",932000,"T","-",NA,NA,NA,2480428,"","-",8575954,"","-",NA,NA,NA,NA,NA,NA,3500000,"","-",675000,"","-",595000,"T","-",NA,NA,NA,4360000,"T","-",NA,NA,NA,491569.857164161,9754390.06222314
"620","2011","0111",NA,NA,NA,NA,NA,NA,42894,"","-",58631,"","-",NA,NA,NA,NA,NA,NA,450000,"E","f",11000,"E","f",5000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1716858.56276196,7915726.90341213
"620","2010","0111",NA,NA,NA,NA,NA,NA,57727,"","-",82578,"","-",NA,NA,NA,NA,NA,NA,540000,"E","f",12000,"E","f",6000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,272850.972751465,5390736.82980026
"620","2009","0111",NA,NA,NA,NA,NA,NA,72992,"","-",124145,"","-",NA,NA,NA,NA,NA,NA,520000,"E","f",12000,"E","f",6000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,657045.981258634,9834146.00763561
"620","2008","0111",NA,NA,NA,NA,NA,NA,88300,"","-",203300,"","-",NA,NA,NA,NA,NA,NA,460000,"E","f",11000,"E","f",5000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,365061.622846875,2567000.12824756
"620","2007","0111",NA,NA,NA,NA,NA,NA,62300,"","-",135800,"","-",NA,NA,NA,NA,NA,NA,4e+05,"E","f",16000,"E","f",5000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,443460.719316883,10715560.2628759
"620","2006","0111",NA,NA,NA,NA,NA,NA,104700,"","-",249600,"","-",NA,NA,NA,NA,NA,NA,520000,"E","f",12000,"E","f",5600,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,257914.156356168,11266790.1286925
"620","2005","0111",NA,NA,NA,NA,NA,NA,122727,"","-",81554,"","-",NA,NA,NA,NA,NA,NA,6e+05,"E","f",20000,"E","f",5000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,477977.094688195,25702717.3902963
"620","2004","0111",NA,NA,NA,NA,NA,NA,187446,"","-",292884,"","-",NA,NA,NA,NA,NA,NA,520000,"E","f",25000,"E","f",5000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,366379.821319383,27153318.4822856
"620","2003","0111",NA,NA,NA,NA,NA,NA,174317,"","-",149581,"","-",NA,NA,NA,NA,NA,NA,450000,"E","f",35000,"E","f",3000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,126371.820990845,2937732.98110974
"620","2002","0111",NA,NA,NA,NA,NA,NA,230693,"","-",413038,"","-",NA,NA,NA,NA,NA,NA,672000,"","-",30000,"E","f",5000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1011376.20953387,5818698.84951655
"620","2001","0111",NA,NA,NA,NA,NA,NA,183492,"","-",153609,"","-",NA,NA,NA,NA,NA,NA,612000,"","-",40000,"E","f",4000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,2495134.58603626,7948011.07190378
"620","2000","0111",NA,NA,NA,NA,NA,NA,226252,"","-",354937,"","-",NA,NA,NA,NA,NA,NA,603000,"","-",30000,"E","f",2000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,484609.024206682,2100358.48535175
"620","1999","0111",NA,NA,NA,NA,NA,NA,220464,"","-",373131,"","-",NA,NA,NA,1.69248,"","i",573000,"","-",40000,"E","f",3000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1199569.33397577,22535013.1025431
"620","1998","0111",NA,NA,NA,NA,NA,NA,148858,"","-",151148,"","-",NA,NA,NA,NA,NA,NA,471000,"","-",36000,"E","f",2000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1475613.24345788,9278659.42114632
"620","1997","0111",NA,NA,NA,NA,NA,NA,276764,"","-",329482,"","-",NA,NA,NA,NA,NA,NA,483000,"","-",22000,"E","f",2000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,140751.73739556,2168060.93146545
"620","1996","0111",NA,NA,NA,NA,NA,NA,236988,"","-",406071,"","-",NA,NA,NA,NA,NA,NA,399000,"","-",41000,"","-",2000,"E","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,361741.568068809,11910033.6172422
"634","2011","0111",NA,NA,NA,NA,NA,NA,11,"","-",26,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770182.598471609,3350507.57754373
"634","2010","0111",NA,NA,NA,NA,NA,NA,16,"","-",36,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1607076.2155265,2609366.7689375
"634","2009","0111",NA,NA,NA,NA,NA,NA,21,"","-",49,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144777.463979894,37268149.4485123
"634","2008","0111",NA,NA,NA,NA,NA,NA,10,"","-",30,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265477.05219298,28347931.4420157
"634","2007","0111",NA,NA,NA,NA,NA,NA,13.8,"","-",32,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72096.8361285163,6786637.24835205
"634","2006","0111",NA,NA,NA,NA,NA,NA,10,"","-",20,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661310.78134731,5564371.94224318
"634","2005","0111",NA,NA,NA,NA,NA,NA,9,"","-",21,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193461.17192313,49978243.4058289
"634","2004","0111",NA,NA,NA,NA,NA,NA,9,"","-",22,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539512.355923901,14878872.7098392
"634","2003","0111",NA,NA,NA,NA,NA,NA,12,"","-",28,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264833.206139271,22923921.8138875
"634","2002","0111",NA,NA,NA,NA,NA,NA,11,"","-",25,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155533.42343881,46923746.1137711
"634","2001","0111",NA,NA,NA,NA,NA,NA,12,"","-",28,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2316167.78791225,337678.335814533
"634","2000","0111",NA,NA,NA,NA,NA,NA,36,"","-",83,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212386.993787985,26326988.9756423
"634","1999","0111",NA,NA,NA,NA,NA,NA,36,"","-",83,"","-",NA,NA,NA,2.305556,"","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655056.9390504,8392342.48317776
"634","1998","0111",NA,NA,NA,NA,NA,NA,61,"","-",140,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879883.843266242,7007815.84159466
"634","1997","0111",NA,NA,NA,NA,NA,NA,65,"","-",150,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298065.207926664,6916736.77472609
"634","1996","0111",NA,NA,NA,NA,NA,NA,59,"","-",135,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399716.408889999,13676128.7643507
"410","2011","0111",NA,NA,NA,NA,NA,NA,13044,"","-",43677,"","-",NA,NA,NA,NA,NA,NA,2870000,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2311000,"","-",NA,NA,NA,157416.241164459,26113392.4290581
"410","2010","0111",NA,NA,NA,NA,NA,NA,12548,"","-",39116,"","-",NA,NA,NA,NA,NA,NA,1965000,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2362000,"","-",NA,NA,NA,2404508.25029151,6519353.38256142
"410","2009","0111",NA,NA,NA,NA,NA,NA,5067,"","-",18782,"","-",NA,NA,NA,NA,NA,NA,2172000,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2349000,"","-",NA,NA,NA,636346.633016314,10139111.0109112
"410","2008","0111",NA,NA,NA,NA,NA,NA,2549,"","-",10359,"","-",NA,NA,NA,NA,NA,NA,942000,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2169000,"","-",NA,NA,NA,678519.480343996,4943180.14438179
"410","2007","0111",NA,NA,NA,NA,NA,NA,1928,"","-",7351,"","-",NA,NA,NA,NA,NA,NA,7e+05,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2255000,"","-",NA,NA,NA,1065600.81993307,8570939.51357245
"410","2006","0111",NA,NA,NA,NA,NA,NA,1738,"","-",5810,"","-",NA,NA,NA,NA,NA,NA,1e+06,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2278000,"","-",NA,NA,NA,783012.877783188,11655422.0865373
"410","2005","0111",NA,NA,NA,NA,NA,NA,2395,"","-",7678,"","-",NA,NA,NA,NA,NA,NA,1500000,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2272000,"","-",NA,NA,NA,1857530.76990125,11029642.9932758
"410","2004","0111",NA,NA,NA,NA,NA,NA,3792,"","-",12623,"","-",NA,NA,NA,NA,NA,NA,1100000,"","-",NA,NA,NA,30000,"E","f",NA,NA,NA,2333000,"","-",NA,NA,NA,899582.460381681,614658.769930154
"410","2003","0111",NA,NA,NA,NA,NA,NA,3281,"","-",10011,"","-",NA,NA,NA,NA,NA,NA,920000,"","-",NA,NA,NA,30000,"","-",NA,NA,NA,2322000,"","-",NA,NA,NA,1584829.9423113,13934260.8598389
"410","2002","0111",NA,NA,NA,NA,NA,NA,1808,"","-",5834,"","-",NA,NA,NA,NA,NA,NA,1670000,"","-",NA,NA,NA,36000,"","-",NA,NA,NA,2328000,"","-",NA,NA,NA,2357380.20300116,16720192.7060606
"410","2001","0111",NA,NA,NA,NA,NA,NA,915,"","-",2841,"","-",NA,NA,NA,NA,NA,NA,1497000,"","-",NA,NA,NA,63000,"","-",NA,NA,NA,2366000,"","-",NA,NA,NA,6053.26171430474,15702313.1205906
"410","2000","0111",NA,NA,NA,NA,NA,NA,919,"","-",2339,"","-",NA,NA,NA,NA,NA,NA,689000,"","-",NA,NA,NA,20000,"","-",NA,NA,NA,2475000,"","-",NA,NA,NA,1660780.01261175,6143433.8024949
"410","1999","0111",NA,NA,NA,NA,NA,NA,1533,"","-",5626,"","-",NA,NA,NA,3.669928,"","i",1301000,"","-",NA,NA,NA,26000,"","-",NA,NA,NA,2363000,"","-",NA,NA,NA,2049760.17914496,6597579.58482478
"410","1998","0111",NA,NA,NA,NA,NA,NA,1372,"","-",4781,"","-",NA,NA,NA,NA,NA,NA,2003000,"","-",NA,NA,NA,25000,"","-",NA,NA,NA,2295000,"","-",NA,NA,NA,1312290.15694971,872842.310086237
"410","1997","0111",NA,NA,NA,NA,NA,NA,1838,"","-",7433,"","-",NA,NA,NA,NA,NA,NA,1165000,"","-",NA,NA,NA,20000,"","-",NA,NA,NA,2286000,"","-",NA,NA,NA,793464.835771102,30384244.7569642
"410","1996","0111",NA,NA,NA,NA,NA,NA,2787,"","-",10923,"","-",NA,NA,NA,NA,NA,NA,721000,"","-",NA,NA,NA,18000,"","-",NA,NA,NA,2250000,"","-",NA,NA,NA,509187.944160453,7219138.44189847
"498","2011","0111",NA,NA,NA,NA,NA,NA,301332,"","-",794783,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,"E","f",NA,NA,NA,NA,NA,NA,145200,"E","f",NA,NA,NA,1794119.38959211,6818847.78514185
"498","2010","0111",NA,NA,NA,NA,NA,NA,325361,"","-",744160,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,"T","p",NA,NA,NA,NA,NA,NA,184500,"E","f",NA,NA,NA,2398975.88440252,20862213.4182495
"498","2009","0111",NA,NA,NA,NA,NA,NA,350997,"","-",736660,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,104000,"","-",NA,NA,NA,NA,NA,NA,192500,"E","f",NA,NA,NA,30224.0673292457,17515630.7221763
"498","2008","0111",NA,NA,NA,NA,NA,NA,412258,"","-",1286330,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,129000,"","-",NA,NA,NA,NA,NA,NA,231400,"E","f",NA,NA,NA,2685551.37334071,13614348.6591013
"498","2007","0111",NA,NA,NA,NA,NA,NA,314487,"","-",406484,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,117000,"","-",NA,NA,NA,NA,NA,NA,250200,"E","f",NA,NA,NA,558951.404325755,11435279.4593443
"498","2006","0111",NA,NA,NA,NA,NA,NA,298078,"","-",691417,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,88000,"T","p",NA,NA,NA,NA,NA,NA,294200,"E","f",NA,NA,NA,833034.475974792,6516537.05717061
"498","2005","0111",NA,NA,NA,NA,NA,NA,406594,"","-",1056690,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,"T","p",NA,NA,NA,NA,NA,NA,375000,"E","f",NA,NA,NA,1442569.49545818,14197538.1600374
"498","2004","0111",NA,NA,NA,NA,NA,NA,314402,"","-",861030,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,"T","p",NA,NA,NA,NA,NA,NA,326900,"E","f",NA,NA,NA,1534320.41103625,4582029.59477226
"498","2003","0111",NA,NA,NA,NA,NA,NA,206055,"","-",102414,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,"T","p",NA,NA,NA,NA,NA,NA,261300,"E","f",NA,NA,NA,748827.102152764,5820410.38608254
"498","2002","0111",NA,NA,NA,NA,NA,NA,445265,"","-",1116180,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,"T","p",NA,NA,NA,NA,NA,NA,290500,"E","f",NA,NA,NA,492128.943789673,11050473.6783922
"498","2001","0111",NA,NA,NA,NA,NA,NA,436821,"","-",1185210,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,"T","p",NA,NA,NA,NA,NA,NA,302500,"E","f",NA,NA,NA,19525.7277914962,4938495.14361584
"498","2000","0111",NA,NA,NA,NA,NA,NA,372967,"","-",727721,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,"T","p",NA,NA,NA,NA,NA,NA,384500,"E","f",NA,NA,NA,185686.104936231,13465359.7818062
"498","1999","0111",NA,NA,NA,NA,NA,NA,341725,"","-",800425,"","-",NA,NA,NA,2.342307,"","i",NA,NA,NA,75000,"T","p",NA,NA,NA,NA,NA,NA,397600,"E","f",NA,NA,NA,1372417.13069691,16478734.2424542
"498","1998","0111",NA,NA,NA,NA,NA,NA,356744,"","-",952990,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,"T","p",NA,NA,NA,NA,NA,NA,454500,"E","f",NA,NA,NA,992083.771742683,18360901.9791427
"498","1997","0111",NA,NA,NA,NA,NA,NA,410172,"","-",1345131,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,"T","p",NA,NA,NA,NA,NA,NA,434600,"E","f",NA,NA,NA,656965.155822613,8942753.61082751
"498","1996","0111",NA,NA,NA,NA,NA,NA,380806,"","-",784160,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,"T","p",NA,NA,NA,NA,NA,NA,432800,"E","f",NA,NA,NA,903810.358586307,20951075.5311644
"642","2011","0111",0,"M","u",NA,NA,NA,1945849,"","-",7131590,"","-",NA,NA,NA,NA,NA,NA,646646,"","-",545621,"","-",19000,"E","f",NA,NA,NA,3510826,"","-",NA,NA,NA,9187.97488633614,11128192.1954728
"642","2010","0111",0,"M","u",NA,NA,NA,2152523,"","-",5811810,"","-",NA,NA,NA,NA,NA,NA,710600,"","-",606545,"","-",12500,"E","f",NA,NA,NA,3441986,"","-",NA,NA,NA,963334.547007412,33981783.7265427
"642","2009","0111",0,"M","u",NA,NA,NA,2140549,"","-",5202526,"","-",NA,NA,NA,NA,NA,NA,807500,"","-",603017,"","-",10000,"E","f",NA,NA,NA,3487312,"","-",NA,NA,NA,1329298.99446876,13124276.2757665
"642","2008","0111",0,"M","u",NA,NA,NA,2098370,"","-",7180980,"","-",NA,NA,NA,NA,NA,NA,850000,"","-",591519,"","-",17500,"E","f",NA,NA,NA,3558482,"","-",NA,NA,NA,999298.298822637,11203271.0228378
"642","2007","0111",0,"M","u",NA,NA,NA,1890920,"","-",3044460,"","-",NA,NA,NA,NA,NA,NA,1e+06,"","-",546063,"","-",9662,"","-",NA,NA,NA,3600148,"","-",NA,NA,NA,338400.903541598,16466912.6753477
"642","2006","0111",0,"M","u",NA,NA,NA,1992358,"","-",5526190,"","-",NA,NA,NA,NA,NA,NA,1139940,"","-",570524,"","-",39000,"E","f",NA,NA,NA,3636051,"","-",NA,NA,NA,666401.994372573,7305970.23774729
"642","2005","0111",0,"M","u",NA,NA,NA,2448129,"","-",7340664,"","-",NA,NA,NA,NA,NA,NA,1167514,"","-",696221,"","-",57434,"","-",NA,NA,NA,3508100,"E","f",NA,NA,NA,507754.431843483,12889773.6899639
"642","2004","0111",0,"M","u",NA,NA,NA,2246595,"","-",7812428,"","-",NA,NA,NA,NA,NA,NA,988848,"","-",648999,"","-",56896,"","-",NA,NA,NA,4585900,"E","f",NA,NA,NA,1183017.52145752,35090219.8752087
"642","2003","0111",0,"M","u",NA,NA,NA,1410944,"","-",2479052,"","-",NA,NA,NA,NA,NA,NA,633968,"","-",456940,"","-",50000,"E","f",NA,NA,NA,3797100,"E","f",NA,NA,NA,1137701.49676281,23357882.6859938
"642","2002","0111",0,"M","u",NA,NA,NA,2148200,"","-",4420995,"","-",NA,NA,NA,NA,NA,NA,660767,"","-",551515,"","-",50000,"E","f",NA,NA,NA,4121600,"E","f",NA,NA,NA,480943.254579962,41753798.2021344
"642","2001","0111",0,"M","u",NA,NA,NA,2540354,"","-",7764000,"","-",NA,NA,NA,NA,NA,NA,637799,"","-",680977,"","-",50000,"E","f",NA,NA,NA,4158700,"E","f",NA,NA,NA,422992.819256132,14883041.690085
"642","2000","0111",0,"M","u",NA,NA,NA,1928328,"","-",4456000,"","-",NA,NA,NA,NA,NA,NA,657525,"","-",525361,"","-",50000,"E","f",NA,NA,NA,3742300,"E","f",NA,NA,NA,1302232.65372933,5466415.81978008
"642","1999","0111",0,"M","u",NA,NA,NA,1665189,"","-",4661439,"","-",NA,NA,NA,2.799345,"","i",821000,"","-",446000,"","-",25000,"E","f",NA,NA,NA,3523200,"E","f",NA,NA,NA,1614737.48924591,4713628.57065351
"642","1998","0111",0,"M","u",NA,NA,NA,1996000,"","-",5181812,"","-",NA,NA,NA,NA,NA,NA,957000,"","-",517000,"","-",30000,"T","-",NA,NA,NA,3799600,"E","f",NA,NA,NA,644924.919751326,30714927.724669
"642","1997","0111",0,"M","u",NA,NA,NA,2408543,"","-",7156188,"","-",NA,NA,NA,NA,NA,NA,825000,"","-",803500,"","-",44000,"","-",NA,NA,NA,4060300,"E","f",NA,NA,NA,704071.517814902,24528113.3306376
"642","1996","0111",0,"M","u",NA,NA,NA,1781704,"","-",3143818,"","-",NA,NA,NA,NA,NA,NA,540000,"","-",929000,"","-",20000,"","-",NA,NA,NA,3828100,"E","f",NA,NA,NA,706961.387620693,25070106.0145445
"643","2011","0111",0,"M","u",25552000,"","-",24835500,"","-",56239992,"","-",NA,NA,NA,NA,NA,NA,17520000,"E","f",6417000,"T","-",340000,"T","-",NA,NA,NA,20083200,"E","f",NA,NA,NA,764057.765131737,15545430.6566425
"643","2010","0111",0,"M","u",26613400,"","-",21639800,"","-",41507580,"","-",NA,NA,NA,NA,NA,NA,2700000,"E","f",6643000,"T","-",230000,"T","-",NA,NA,NA,19331000,"E","f",NA,NA,NA,363899.93598462,3577516.45068234
"643","2009","0111",0,"M","u",28697900,"","-",26632900,"","-",61739752,"","-",NA,NA,NA,NA,NA,NA,18921000,"E","f",6920000,"T","-",340000,"T","-",NA,NA,NA,20124000,"E","f",NA,NA,NA,426244.983818488,3579388.22131017
"643","2008","0111",0,"M","u",26625500,"","-",26070300,"","-",63765140,"","-",NA,NA,NA,NA,NA,NA,24714000,"E","f",7461000,"T","-",382000,"T","-",NA,NA,NA,20107000,"E","f",NA,NA,NA,259326.641067246,23237910.0030952
"643","2007","0111",0,"M","u",24403000,"","-",23500500,"","-",49367972,"","-",NA,NA,NA,NA,NA,NA,8038000,"E","f",6920000,"T","-",296000,"T","-",NA,NA,NA,20728000,"E","f",NA,NA,NA,860168.732683025,4558592.07940715
"643","2006","0111",0,"M","u",23640000,"","-",23049100,"","-",44926880,"","-",NA,NA,NA,NA,NA,NA,11218000,"T","p",6345000,"T","-",271000,"T","-",NA,NA,NA,19669000,"E","f",NA,NA,NA,452281.412231204,2215298.26744004
"643","2005","0111",0,"M","u",25399000,"","-",24682600,"","-",47697520,"","-",NA,NA,NA,NA,NA,NA,12459000,"T","p",6146000,"T","-",281000,"T","-",NA,NA,NA,19984000,"E","f",NA,NA,NA,150272.407934955,14851411.2093784
"643","2004","0111",0,"M","u",24029000,"","-",22919900,"","-",45412712,"","-",NA,NA,NA,NA,NA,NA,13850000,"T","p",6604000,"T","-",312000,"T","-",NA,NA,NA,19562000,"E","f",NA,NA,NA,803953.702526808,39136152.3678275
"643","2003","0111",0,"M","u",22130000,"","-",20005600,"","-",34104288,"","-",NA,NA,NA,NA,NA,NA,12333000,"T","p",6247000,"T","-",2e+05,"T","-",NA,NA,NA,19760500,"E","f",NA,NA,NA,1417745.41555482,22170827.1191527
"643","2002","0111",0,"M","u",25662000,"","-",24477700,"","-",50609100,"","-",NA,NA,NA,NA,NA,NA,11705000,"T","p",5753000,"T","-",350000,"T","-",NA,NA,NA,19980000,"E","f",NA,NA,NA,859332.606393769,8314984.57278666
"643","2001","0111",0,"M","u",23765000,"","-",22832700,"","-",46982120,"","-",NA,NA,NA,NA,NA,NA,13732000,"T","p",6672000,"T","-",342000,"T","-",NA,NA,NA,20361000,"E","f",NA,NA,NA,549049.744482517,10114123.2080736
"643","2000","0111",0,"M","u",23204000,"","-",21346000,"","-",34455488,"","-",NA,NA,NA,NA,NA,NA,12600000,"","-",6179000,"T","-",271000,"T","-",NA,NA,NA,20181000,"E","f",NA,NA,NA,317202.158883142,15906168.3023828
"643","1999","0111",0,"M","u",23022000,"","-",19755200,"","-",30995150,"","-",NA,NA,NA,1.568962,"","i",9918400,"","-",6033000,"T","-",295000,"T","-",NA,NA,NA,20083000,"E","f",NA,NA,NA,358821.257979751,26243691.325253
"643","1998","0111",0,"M","u",26100390,"","-",19858200,"","-",27011880,"","-",NA,NA,NA,NA,NA,NA,9304000,"T","p",5985000,"T","-",334000,"T","-",NA,NA,NA,1.9e+07,"E","f",NA,NA,NA,240666.68648215,1795190.44070882
"643","1997","0111",0,"M","u",26056150,"","-",24018400,"","-",44257720,"","-",NA,NA,NA,NA,NA,NA,1e+07,"E","f",6500000,"","-",282000,"T","-",NA,NA,NA,18563000,"E","f",NA,NA,NA,329095.389569533,400556.016328663
"643","1996","0111",0,"M","u",25706650,"","-",22546000,"","-",34916680,"","-",NA,NA,NA,NA,NA,NA,1.1e+07,"","-",7100000,"","-",396000,"T","-",NA,NA,NA,18277000,"E","f",NA,NA,NA,533245.87126773,21331379.265184
"646","2011","0111",NA,NA,NA,NA,NA,NA,44284.145,"","-",90684,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239791.332447876,5002837.45690741
"646","2010","0111",NA,NA,NA,NA,NA,NA,49386,"","-",77193,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232287.185135572,18421431.0611262
"646","2009","0111",NA,NA,NA,NA,NA,NA,42438,"","-",72479,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837075.21510508,3950694.15193769
"646","2008","0111",NA,NA,NA,NA,NA,NA,52336,"","-",67869,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652660.00674055,5295953.86284631
"646","2007","0111",NA,NA,NA,NA,NA,NA,27528,"","-",24633,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293158.348184324,20388470.6653003
"646","2006","0111",NA,NA,NA,NA,NA,NA,22972,"","-",19549,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757030.135970215,3518137.23073004
"646","2005","0111",NA,NA,NA,NA,NA,NA,24157,"","-",21942,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2252256.97142619,4371904.69010737
"646","2004","0111",NA,NA,NA,NA,NA,NA,21000,"E","f",16772,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507127.92447364,29429503.8130973
"646","2003","0111",NA,NA,NA,NA,NA,NA,20000,"E","f",15305,"","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2108120.06172222,3161137.34136441
